BBL,price,cap_rate,borough_cap_rate,Latitude,Longitude,BIN,deed_date,watchlist
2024340004,1616000,0.04119,0.03665,40.830735,-73.91456099999999,2002252.0,2018-05-30,1.0
2024560032,2554000,0.04264,0.03665,40.830607,-73.918775,2002731.0,2018-06-15,1.0
2024560034,2823000,0.03377,0.03665,40.830664,-73.918739,2002732.0,2018-06-15,0.0
2024560036,3092000,0.03075,0.03665,40.830721999999994,-73.918706,2002733.0,2018-06-15,0.0
2024560037,5220000,0.0365,0.03665,40.830777000000005,-73.918674,2002734.0,2018-06-15,0.0
2024560040,3211000,0.04355,0.03665,40.830834,-73.91864100000001,2002735.0,2018-06-15,1.0
2026090046,7213000,0.03709,0.03665,40.82971,-73.905132,2004218.0,2018-06-26,1.0
2026800077,4180000,0.03904,0.03665,40.825854,-73.899063,2005040.0,2018-04-24,1.0
2029130043,3500000,0.03895,0.03665,40.838595,-73.902015,2009557.0,2018-04-24,1.0
2030000007,5200000,0.02882,0.03665,40.832046000000005,-73.887743,2010845.0,2018-06-07,0.0
2031540035,6800000,0.04747,0.03665,40.862959000000004,-73.89536600000001,2013612.0,2018-05-31,1.0
2032140082,6314000,0.04002,0.03665,40.865693,-73.90191300000001,2014667.0,2018-05-09,1.0
2033240111,1771889,0.05235,0.03665,40.881853,-73.883573,2017702.0,2018-04-24,1.0
2033270126,7628111,0.03936,0.03665,40.881102,-73.881704,2017779.0,2018-04-24,1.0
2037120037,5000000,0.053,0.03665,40.825811,-73.88014100000001,2023393.0,2018-04-27,1.0
2039970023,2625000,0.05565,0.03665,40.841714,-73.852232,2042237.0,2018-05-07,1.0
2046790073,2300000,0.02337,0.03665,40.883448,-73.857232,2058602.0,2018-06-28,0.0
2058141202,4500000,0.03936,0.03665,40.894524,-73.89655400000001,2084353.0,2018-05-31,1.0
3003510007,2300000,0.057929999999999995,0.03671,40.682145,-73.997718,3004802.0,2018-04-20,1.0
3003510007,2300000,0.057929999999999995,0.03671,40.682145,-73.997718,3004802.0,2018-04-20,1.0
3009990038,6500000,0.03985,0.03671,40.669108,-73.98306099999999,3021908.0,2018-04-24,1.0
3010150043,81240000,0.02529,0.03671,40.669409,-73.990238,3424516.0,2018-05-24,0.0
3012230066,3620689,0.023469999999999998,0.03671,40.674671999999994,-73.940102,3030846.0,2018-05-15,0.0
3012230069,3379310,0.02748,0.03671,40.674688,-73.940376,3030848.0,2018-05-15,0.0
3012430068,6025000,0.030039999999999997,0.03671,40.672191999999995,-73.943871,3031680.0,2018-05-03,0.0
3014200020,11450000,0.029960000000000004,0.03671,40.665155,-73.930176,3038309.0,2018-06-22,0.0
3014730051,3900000,0.03447,0.03671,40.669222999999995,-73.921408,3039507.0,2018-06-27,0.0
3039180032,5125000,0.043769999999999996,0.03671,40.68009,-73.892196,3086843.0,2018-06-19,1.0
3046780026,4825000,0.03047,0.03671,40.652879,-73.927587,3102215.0,2018-06-21,0.0
3047000042,5300000,0.0425,0.03671,40.650244,-73.928119,3334397.0,2018-04-04,1.0
3047270016,3900000,0.029160000000000002,0.03671,40.649918,-73.92437199999999,3104010.0,2018-05-17,0.0
3050630017,10262870,0.027360000000000002,0.03671,40.653633,-73.960616,3116157.0,2018-06-14,0.0
3050630023,8587220,0.0327,0.03671,40.653812,-73.96064799999999,3116159.0,2018-06-14,0.0
3050650030,14400000,0.02087,0.03671,40.655119,-73.955004,3116228.0,2018-06-13,0.0
3051010041,3465000,0.05115,0.03671,40.647976,-73.95956,3117146.0,2018-05-30,1.0
3052090024,3310000,0.04243,0.03671,40.639342,-73.9554,3120307.0,2018-04-12,1.0
3053750072,10650000,0.02326,0.03671,40.639743,-73.97340799999999,3126223.0,2018-04-26,0.0
3057330049,3100000,0.03597,0.03671,40.626324,-73.998941,3141643.0,2018-06-20,0.0
3057360065,4000000,0.02265,0.03671,40.630957,-74.008117,3141715.0,2018-04-30,0.0
3061070025,8025000,0.0326,0.03671,40.618148,-74.03164,3155252.0,2018-06-14,0.0
3063260089,3290000,0.03565,0.03671,40.608373,-74.002852,3165145.0,2018-06-14,0.0
3064140034,1990000,0.05754,0.03671,40.600243,-73.996824,3168012.0,2018-06-14,1.0
3066320001,2200000,0.05011,0.03671,40.608708,-73.9739,3175875.0,2018-05-31,1.0
3071940028,15700000,0.04641,0.03671,40.589065000000005,-73.970905,3195094.0,2018-06-06,1.0
3087650027,8800000,0.028030000000000003,0.03671,40.584559000000006,-73.955609,3246948.0,2018-05-15,0.0
4000850041,14494974,0.27751,0.03129,40.745225,-73.94427900000001,4000717.0,2018-06-06,1.0
4003240001,4750000,0.025660000000000002,0.03129,40.763382,-73.94039699999999,4003841.0,2018-06-20,0.0
4005940031,5560000,0.0306,0.03129,40.769020000000005,-73.921984,4007670.0,2018-05-24,0.0
4015660021,36000000,0.02419,0.03129,40.746138,-73.873719,4039157.0,2018-06-21,0.0
4015760001,4900000,0.02625,0.03129,40.744446999999994,-73.873524,4039370.0,2018-04-13,0.0
4019500178,2800000,0.06727000000000001,0.03129,40.738054999999996,-73.855522,4534511.0,2018-04-26,1.0
4022890020,6300000,0.017759999999999998,0.03129,40.738997,-73.920467,4053015.0,2018-04-26,0.0
4050400027,40400000,0.02584,0.03129,40.755238,-73.831858,4114214.0,2018-06-21,0.0
4050460037,13300000,0.02943,0.03129,40.758689000000004,-73.82489699999999,4114654.0,2018-05-21,0.0
4051020029,10500000,0.04017,0.03129,40.754383000000004,-73.83045899999999,4115090.0,2018-05-29,1.0
4062420030,4800000,0.01659,0.03129,40.765254,-73.769856,4137639.0,2018-04-30,0.0
4104750350,10208334,0.02805,0.03129,40.713505,-73.75800500000001,4222673.0,2018-06-26,0.0
4104760007,9041666,0.01866,0.03129,40.713505,-73.757002,4222698.0,2018-06-26,0.0
